name,rating,position,version,price,skills,weak_foot,work_rate,pace,shooting,passing,dribbling,defending,physicality,height,base_stats,in_game_stats
Claude Makélélé,90,"CDM,RM,CM",Icon,295K,3,3,L \ H,80,50,79,80,88,88,"174cm | 5'9""",582,465
Davor Šuker,90,"ST,CF",Icon,88K,4,4,H \ M,85,91,82,91,45,77,"183cm | 6'0""",314,471
Dennis Bergkamp,90,"CAM,RW,ST",Icon,92.5K,4,4,H \ M,85,89,83,88,35,73,"183cm | 6'0""",522,453
Emilio Butragueño,90,"ST,CF",Icon,220K,3,5,M \ L,92,88,81,91,42,70,"168cm | 5'6""",1843,464
Emmanuel Petit,90,"CDM,LB,CM",Icon,231K,3,3,H \ H,77,79,82,78,87,89,"185cm | 6'1""",294,492
Éric Cantona,90,"CF,ST",Icon,720K,5,4,H \ M,85,90,89,91,54,90,"188cm | 6'2""",1875,499
Frank Lampard,90,"CM,CDM,CAM",Icon,154K,3,4,H \ M,74,90,88,84,73,81,"184cm | 6'0""",113,490
Frank Rijkaard,90,"CDM,CB,CM",Icon,182K,3,4,M \ M,77,76,83,80,90,87,"187cm | 6'2""",262,493
George Best,90,"RW,RM,CAM,LW",Icon,372K,4,4,M \ L,90,90,83,93,57,70,"175cm | 5'9""",4692,483
Gianfranco Zola,90,"CF,ST",Icon,110K,4,4,H \ M,86,91,88,91,43,63,"168cm | 5'6""",1231,462
Henrik Larsson,90,"ST,CF",Icon,103K,3,4,H \ H,90,89,76,85,48,73,"178cm | 5'10""",353,461
Hernán Crespo,90,"ST,CF",Icon,121K,4,4,M \ L,89,90,72,89,38,73,"184cm | 6'0""",336,451
Hristo Stoichkov,90,"LW,LM,ST",Icon,205K,4,3,M \ M,90,90,87,90,48,84,"178cm | 5'10""",1221,489
Jari Litmanen,90,"CAM,CF",Icon,74.5K,3,4,M \ M,82,89,84,84,36,64,"181cm | 5'11""",-46,439
Juan Sebastián Verón,90,"CM,CAM",Icon,121K,3,4,M \ M,76,85,90,85,77,85,"186cm | 6'1""",192,498
Kenny Dalglish,90,"CF,ST",Icon,137K,4,5,H \ M,87,90,79,89,42,71,"173cm | 5'8""",1632,458
Luís Figo,90,"RW,RM,CAM",Icon,256K,4,4,M \ M,90,86,88,91,40,78,"180cm | 5'11""",780,473
Luis Hernández,90,"ST,CF",Icon,130K,4,3,H \ M,92,88,74,89,48,70,"175cm | 5'9""",275,461
Garrincha,90,"RW,RM",Icon,534K,5,4,M \ L,90,83,88,93,41,67,"169cm | 5'7""",1219,462
Michael Essien,90,"CDM,CM",Icon,570K,3,4,H \ H,85,76,81,82,90,90,"177cm | 5'10""",1053,504
Nemanja Vidić,90,CB,Icon,175K,2,3,M \ H,78,50,62,64,93,91,"190cm | 6'3""",1436,438
Peter Schmeichel,90,GK,Icon,139K,1,3,M \ M,89,84,85,93,50,86,"193cm | 6'4""",357,487
Rio Ferdinand,90,CB,Icon,345K,3,3,M \ M,83,49,67,65,91,86,"189cm | 6'2""",692,441
Rivaldo,90,"CF,CAM,ST,LW",Icon,154K,4,2,M \ L,85,90,87,90,43,77,"186cm | 6'1""",513,472
Ronaldo,90,"ST,CF",Icon,1.72M,4,4,M \ M,94,90,77,91,42,72,"183cm | 6'0""",1509,466
Roy Keane,90,CM,Icon,131K,2,3,M \ H,72,71,85,81,87,89,"180cm | 5'11""",54,485
Rui Manuel César Costa,90,CAM,Icon,82.5K,4,4,M \ M,86,81,88,88,44,79,"180cm | 5'11""",76,466
Ruud Gullit,90,"CM,CB,ST",Icon,3.48M,4,5,H \ M,88,88,88,87,80,87,"191cm | 6'3""",2172,518
Ruud van Nistelrooy,90,"ST,CF",Icon,72.5K,3,3,H \ L,82,88,72,82,38,80,"188cm | 6'2""",24,442
Samuel Eto'o,90,"ST,CF",Icon,420K,4,4,H \ M,91,91,82,88,53,81,"179cm | 5'10""",2424,486
Thierry Henry,90,"LW,LM,ST",Icon,337K,4,4,M \ M,90,88,85,87,51,77,"188cm | 6'2""",1164,478
Xavier Hernández,90,CM,Icon,147K,4,3,M \ M,77,74,93,92,66,68,"170cm | 5'7""",585,470
Jean-Pierre Papin,90,"ST,CF",World Cup Hero,57K,3,4,H \ M,85,94,74,85,45,77,"176cm | 5'9""",1805,460
Lúcio,90,CB,World Cup Hero,2.1M,3,4,M \ H,83,73,76,78,93,90,"188cm | 6'2""",1722,493
Xabi Alonso,90,"CDM,CM",Icon,135K,3,4,H \ H,70,80,88,81,85,82,"183cm | 6'0""",-60,486
Jairzinho,90,"RW,RM",Icon,1.64M,5,4,H \ H,93,89,86,91,49,75,"173cm | 5'8""",4493,483
Mohamed Salah,90,"RW,RM",Normal,54K,4,3,H \ M,90,89,82,90,45,75,"175cm | 5'9""",1535,471
Virgil van Dijk,90,CB,Normal,57K,2,3,M \ H,81,60,71,72,91,86,"193cm | 6'4""",4069,461
Cristiano Ronaldo,90,"ST,CF",Normal,58K,5,4,H \ L,81,92,78,85,34,75,"187cm | 6'2""",6417,445
Thibaut Courtois,90,GK,Normal,52.5K,1,3,M \ M,84,89,75,90,46,89,"199cm | 6'6""",1220,473
Manuel Neuer,90,GK,Normal,54K,1,4,M \ M,87,88,91,88,56,91,"193cm | 6'4""",647,501
Heung Min Son,90,"LW,LM",IF,267K,4,5,H \ M,89,90,84,87,43,71,"183cm | 6'0""",745,464
Marcos Cafú,90,"RB,RWB",Icon,675K,4,3,H \ M,90,57,85,87,88,84,"176cm | 5'9""",343,491
Erling Haaland,90,"ST,CF",OTW,622K,3,3,H \ M,91,93,69,83,52,89,"195cm | 6'5""",2578,477
Paulo Dybala,90,"CF,CAM,ST",OTW,100K,4,3,H \ L,87,90,89,94,44,67,"177cm | 5'10""",1723,471
Thomas Müller,90,"CAM,CF",Champions League,53K,3,4,H \ H,82,88,86,86,62,76,"185cm | 6'1""",1246,480
Neymar Jr,90,"CAM,LM",IF,790K,5,5,H \ M,88,85,86,94,38,63,"175cm | 5'9""",2892,454
Franck Ribéry,90,"CF,CAM,ST",Rulebreakers,275K,5,5,M \ L,90,88,78,90,37,68,"170cm | 5'7""",2182,451
Casemiro,90,CDM,IF,57K,2,3,M \ H,65,75,76,73,88,91,"185cm | 6'1""",1083,468
João Cancelo,90,"CM,RWB,CDM",Out Of Position,281K,4,4,H \ H,87,77,87,87,84,78,"182cm | 6'0""",1549,500
Sadio Mané,90,"LM,CF,LW",IF,152K,4,4,H \ M,91,85,82,89,45,78,"174cm | 5'9""",721,470
Kalidou Koulibaly,90,CB,World Cup PTG,269K,2,4,M \ H,84,36,68,74,91,88,"187cm | 6'2""",963,441
Vinícius Júnior,90,"LW,LM",World Cup PTG,1.71M,5,4,H \ M,98,85,81,93,32,74,"176cm | 5'9""",1072,463
Frenkie de Jong,90,CM,World Cup PTG,315K,4,3,H \ M,86,74,90,90,82,84,"180cm | 5'11""",1548,506
Virgil van Dijk,90,CB,World Cup Player,0,2,3,M \ H,81,60,71,72,91,86,"193cm | 6'4""",51,461
Thibaut Courtois,90,GK,World Cup Player,0,1,3,M \ M,84,89,75,90,46,89,"199cm | 6'6""",20,473
Cristiano Ronaldo,90,"ST,CF",World Cup Player,0,5,4,H \ L,81,92,78,85,34,75,"187cm | 6'2""",484,445
Manuel Neuer,90,GK,World Cup Player,0,1,4,M \ M,87,88,91,88,56,91,"193cm | 6'4""",9,501
Patrick Vieira,90,CM,World Cup ICON,46.95K,3,3,M \ H,84,78,81,84,88,90,"192cm | 6'4""",3466,505
Franck Ribéry,90,"LW,LM",Premium SBC,633.5K,5,5,H \ M,89,85,86,90,35,70,"170cm | 5'7""",4037,455
Toni Kroos,90,CM,SIF,78K,3,5,M \ M,57,83,92,84,73,71,"183cm | 6'0""",348,460
Jürgen Kohler,90,CB,World Cup Hero,154K,2,3,M \ H,75,52,64,63,92,91,"186cm | 6'1""",803,437
Marcelo Brozovic,90,"CDM,CM",World Cup PTG,80K,3,5,M \ M,79,83,87,87,88,84,"181cm | 5'11""",1384,508
Morientes,90,"ST,CAM,CF,RW",World Cup Hero SBC,172.1K,4,4,H \ M,86,92,78,84,46,87,"186cm | 6'1""",869,473
Luka Modric,90,CM,Road to World Cup,208K,4,4,M \ M,78,80,91,90,77,70,"172cm | 5'8""",894,486
Marquinhos,90,CB,Road to World Cup,615K,3,3,M \ H,81,58,78,78,91,84,"183cm | 6'0""",367,470
Robin van Persie,90,"ST,CF",World Cup ICON,316.55K,4,4,H \ L,84,93,86,89,45,75,"183cm | 6'0""",1593,472
Michael Laudrup,90,"CAM,LW",World Cup ICON,60K,4,4,M \ M,84,78,90,91,37,63,"183cm | 6'0""",138,443
Didier Drogba,90,"ST,CF",World Cup ICON,428K,4,5,H \ H,88,91,76,81,47,89,"189cm | 6'2""",1339,472
Miroslav Klose,90,"ST,CF",World Cup ICON,64K,4,4,H \ M,86,88,75,82,42,80,"184cm | 6'0""",470,453
Petr Cech,90,GK,World Cup ICON,169K,1,3,M \ M,88,87,80,90,53,91,"196cm | 6'5""",425,489
Bastian Schweinsteiger,90,"CM,LM",World Cup ICON SBC,300.05K,3,3,H \ H,75,85,88,84,86,87,"183cm | 6'0""",3363,505
Roberto Carlos,90,"LB,LWB",World Cup ICON,965K,3,3,H \ H,91,82,85,80,85,85,"168cm | 5'6""",529,508
Andriy Shevchenko,90,"ST,CF,RW",World Cup ICON,74K,4,4,H \ H,86,91,73,86,35,75,"183cm | 6'0""",324,446
Laurent Blanc,90,"CB,CAM",World Cup ICON,260K,2,3,M \ H,80,69,70,79,91,86,"192cm | 6'4""",803,475
Bruno Fernandes,90,"CAM,CM",World Cup Stories,410K,4,4,H \ H,80,89,91,85,71,80,"179cm | 5'10""",639,496
Gary Lineker,90,"ST,CF",World Cup ICON,70.5K,3,4,H \ L,89,90,72,85,37,75,"177cm | 5'10""",194,448
Gheorghe Hagi,90,"CAM,CM,LM",World Cup ICON,150K,4,5,M \ L,85,88,90,89,42,65,"172cm | 5'8""",751,459
Jude Bellingham,90,"CM,LM",World Cup Phenoms,517K,4,4,H \ H,82,82,85,90,85,86,"186cm | 6'1""",1097,510
Phil Foden,90,"RW,RM,CF,LW",World Cup TOTT,177K,4,4,H \ H,88,85,87,93,62,67,"171cm | 5'7""",455,482
Ángel Di María,90,"LW,LM",World Cup TOTT SBC,115.35K,5,4,H \ M,90,86,89,92,53,76,"180cm | 5'11""",20349,486
Jadon Sancho,90,"CAM,CF,ST",Winter Wildcards,238K,5,4,H \ M,87,83,88,92,40,71,"180cm | 5'11""",1000,461
Trent Alexander-Arnold,90,"RB,RWB",FUT Centurions,207K,4,4,H \ M,90,72,92,84,85,81,"180cm | 5'11""",2324,504
Harry Kane,90,"ST,CF",IF,58.5K,3,5,H \ H,70,92,84,84,48,83,"188cm | 6'2""",-43,461
Zlatan Ibrahimovic,90,"ST,CF",FUT Centurions,3.05M,5,4,M \ L,90,91,83,87,37,90,"195cm | 6'5""",4084,478
Emiliano Martínez,90,GK,TOTY Hon Mention Obj,0,1,4,M \ M,91,89,88,91,64,89,"195cm | 6'5""",257,512
Paul Pogba,90,"CM,CDM,LM",Flashback SBC,621.4K,5,4,H \ M,81,86,89,90,80,91,"191cm | 6'3""",6025,517
Pedri,90,"CM,LW",TOTY Honourable Ment,116K,5,4,H \ H,86,77,86,91,76,82,"174cm | 5'9""",1295,498
Richarlison,90,"ST,CF,LW",Player Moments SBC,537.85K,4,5,H \ M,90,88,81,89,62,87,"181cm | 5'11""",-3018,497
Cristiano Ronaldo,90,"ST,CF",Rare,53.5K,5,4,H \ L,81,92,78,85,34,75,"187cm | 6'2""",-194,445
Mykhailo Mudryk,90,"LM,CAM,LW",FUT Future Stars,600K,5,4,H \ M,94,86,87,90,50,70,"175cm | 5'9""",2312,477
Karim Adeyemi,90,"ST,CF",FUT Future Stars,296K,4,4,H \ M,96,86,79,86,30,77,"177cm | 5'10""",1264,454
De Ketelaere,90,"LW,LM,CF,ST",FUT Future Stars,310.25K,5,4,H \ H,91,86,87,90,63,80,"192cm | 6'4""",819,497
De Ketelaere,90,"ST,CF,LW",FUT Future Stars,310.25K,4,5,H \ M,88,91,90,88,60,90,"192cm | 6'4""",2819,507
Enzo Fernández,90,"CM,CDM",FUT Future Stars,1.09M,3,4,H \ H,86,84,89,90,85,91,"180cm | 5'11""",859,525
Khvicha Kvaratskhelia,90,"LW,LM,CAM",FUT Future Stars,358K,4,5,H \ M,93,84,86,93,47,73,"183cm | 6'0""",2432,476
Ronald Araujo,90,"CB,RB",FUT Future Stars,688K,2,4,M \ H,86,57,75,73,90,90,"192cm | 6'4""",1387,471
Moussa Diaby,90,"RM,LM,RW,LW",UEL Live SBC,89.1K,4,3,H \ L,99,84,84,93,48,69,"170cm | 5'7""",8039,477
Federico Chiesa,90,"LW,LM",UEL Live,590K,4,4,H \ M,96,88,87,92,55,82,"175cm | 5'9""",795,500
Harvey Elliott,90,"CAM,CM,RW,LW",ShowDown SBC,313.5K,5,4,M \ M,92,83,87,90,49,69,"170cm | 5'7""",-1446,470
Alexis Sánchez,90,"CF,ST",Fantasy,589K,4,4,H \ M,88,88,89,94,54,82,"168cm | 5'6""",1981,495
Harry Kewell,90,"LW,LM,CAM,CF",Fantasy Hero,797K,4,4,M \ M,93,89,91,91,56,73,"180cm | 5'11""",491,493
Rúben Dias,90,CB,Fantasy,859K,2,4,M \ H,82,41,74,76,91,91,"187cm | 6'2""",749,455
Eden Hazard,90,"LW,LM",Fantasy,361K,4,4,M \ M,91,87,88,93,43,77,"175cm | 5'9""",449,479
Rafael Márquez,90,"CB,CDM",Fantasy Hero,549K,3,3,M \ H,80,68,77,76,92,90,"184cm | 6'0""",361,483
Jay-Jay Okocha,90,"CAM,RM,ST",Fantasy Hero,1.35M,5,4,M \ L,90,86,85,95,43,64,"173cm | 5'8""",452,463
Mario Gomez,90,"ST,CF",Fantasy Hero,133.65K,3,5,H \ M,86,92,80,86,45,87,"189cm | 6'2""",1823,476
Mario Gomez,90,"ST,CF",Fantasy Hero,133.65K,3,5,H \ M,86,92,80,86,45,87,"189cm | 6'2""",747,476
Alan Shearer,89,"ST,CF",Icon,68.5K,2,3,H \ M,84,90,75,78,48,84,"182cm | 6'0""",-120,459
Ashley Cole,89,"LB,LWB",Icon,329K,3,2,H \ M,89,67,83,83,88,80,"176cm | 5'9""",288,490
Bastian Schweinsteiger,89,"CM,LM",Icon,83.5K,3,3,H \ H,68,83,87,83,85,87,"183cm | 6'0""",290,493
Bobby Moore,89,CB,Icon,84K,2,3,M \ M,66,60,81,75,91,83,"178cm | 5'10""",-247,456
David Beckham,89,"RM,CM,RW",Icon,215K,3,3,H \ H,80,85,92,86,68,80,"182cm | 6'0""",999,491
David Trezeguet,89,"ST,CF",Icon,69K,4,4,M \ L,82,90,68,80,43,76,"187cm | 6'2""",116,439
Didier Drogba,89,"ST,CF",Icon,129K,4,4,H \ H,85,90,75,80,46,88,"189cm | 6'2""",630,464
Edwin van der Sar,89,GK,Icon,290K,1,3,M \ M,87,86,83,90,47,89,"197cm | 6'6""",762,482
Eusébio,89,"CF,ST",Icon,1.73M,4,5,H \ M,95,91,82,90,43,78,"175cm | 5'9""",2059,479
Fabio Cannavaro,89,CB,Icon,121K,2,3,L \ H,76,44,62,67,92,82,"176cm | 5'9""",344,423
Ferenc Puskás,89,"CF,ST",Icon,410K,4,3,H \ L,90,93,85,90,42,73,"172cm | 5'8""",2381,473
Fernando Hierro Ruiz,89,CB,Icon,90K,2,3,M \ M,71,66,75,70,90,84,"187cm | 6'2""",21,456
Gary Lineker,89,"ST,CF",Icon,69.5K,3,4,H \ L,89,90,70,84,38,74,"177cm | 5'10""",228,445
Gennaro Gattuso,89,"CDM,CM",Icon,96K,2,3,M \ H,73,65,72,73,91,89,"177cm | 5'10""",7,463
Gheorghe Hagi,89,"CAM,LM",Icon,71.5K,4,4,M \ L,85,87,89,89,40,65,"172cm | 5'8""",722,455
Gianluca Zambrotta,89,"RB,RWB,LB",Icon,469K,4,5,H \ M,90,72,84,85,88,86,"181cm | 5'11""",2116,505
Hugo Sánchez,89,"ST,CF",Icon,84.5K,3,3,H \ M,90,88,78,89,41,70,"176cm | 5'9""",474,456
Ian Rush,89,"ST,CF",Icon,69.5K,3,4,H \ M,83,90,72,85,44,80,"180cm | 5'11""",87,454
Ian Wright,89,"ST,CF",Icon,70K,3,4,M \ M,89,90,70,82,41,77,"175cm | 5'9""",64,449
Johan Cruyff,89,"CF,ST",Icon,1.39M,5,5,H \ L,92,87,85,92,40,70,"180cm | 5'11""",2078,466
John Barnes,89,"LW,LM,CAM",Icon,120K,4,4,H \ M,90,87,85,91,45,85,"182cm | 6'0""",295,483
Riquelme,89,CAM,Icon,70.5K,5,4,M \ L,68,83,91,92,32,67,"183cm | 6'0""",85,433
Laurent Blanc,89,"CB,CAM",Icon,123K,2,3,M \ H,79,68,70,79,90,85,"192cm | 6'4""",763,471
Lev Yashin,89,GK,Icon,210K,1,3,M \ M,91,86,72,92,64,89,"189cm | 6'2""",495,494
Marco van Basten,89,"ST,CF",Icon,74.5K,3,4,M \ M,83,91,72,86,35,76,"188cm | 6'2""",526,443
Michael Ballack,89,"CM,CAM",Icon,132K,4,4,M \ H,78,87,88,82,78,88,"188cm | 6'2""",690,501
Michael Laudrup,89,"LW,LM,CAM",Icon,69.5K,4,4,M \ M,82,77,89,90,36,62,"183cm | 6'0""",-22,436
Miroslav Klose,89,"ST,CF",Icon,69K,3,4,H \ M,83,87,75,81,42,78,"184cm | 6'0""",161,446
Paul Scholes,89,"CM,CAM",Icon,71K,3,3,H \ M,71,86,89,81,64,80,"171cm | 5'7""",-53,471
Pavel Nedvěd,89,"LM,LW",Icon,78.5K,4,5,H \ M,88,86,88,88,52,80,"177cm | 5'10""",818,482
Philipp Lahm,89,"CDM,RB,LB",Icon,213K,3,3,H \ H,82,70,88,85,90,70,"170cm | 5'7""",1501,485
Kaká,89,CAM,Icon,148K,5,4,H \ M,85,82,87,90,43,70,"186cm | 6'1""",868,457
Roberto Baggio,89,"CF,CAM,ST",Icon,85K,5,4,M \ L,82,83,90,90,41,61,"174cm | 5'9""",530,447
Ronaldinho,89,"CAM,LW",Icon,790K,5,4,M \ L,80,85,88,90,38,77,"180cm | 5'11""",1486,458
Sócrates,89,CAM,Icon,87.5K,4,5,H \ M,82,88,88,88,46,83,"192cm | 6'4""",795,475
Sol Campbell,89,CB,Icon,177K,2,3,L \ M,80,45,60,54,90,90,"188cm | 6'2""",269,419
Steven Gerrard,89,"CM,CDM",Icon,127K,3,3,H \ H,80,86,88,84,75,80,"183cm | 6'0""",800,493
Robin van Persie,89,"ST,CF",Icon,70K,4,4,M \ L,83,92,85,88,44,75,"187cm | 6'2""",560,467
Ricardo Carvalho,89,CB,World Cup Hero,165K,2,3,L \ H,80,57,73,74,92,83,"183cm | 6'0""",2214,459
Yaya Touré,89,"CDM,CM,CAM",World Cup Hero,2.84M,4,4,M \ M,82,85,88,87,82,91,"188cm | 6'2""",1917,515
Jay-Jay Okocha,89,"CAM,RM,ST",World Cup Hero,885K,5,4,M \ L,89,85,84,94,41,62,"173cm | 5'8""",1693,455
Tomas Brolin,89,"ST,CAM,CF,RW",World Cup Hero,311K,4,3,H \ H,90,92,85,92,61,71,"176cm | 5'9""",2428,491
Javier Mascherano,89,"CDM,CB",World Cup Hero,100K,3,4,L \ H,78,56,77,77,90,87,"174cm | 5'9""",1654,465
Rafael Márquez,89,"CDM,CB",World Cup Hero,155K,3,3,M \ H,78,66,76,75,91,89,"184cm | 6'0""",1770,475
Müller,89,"ST,CF",Icon,167K,4,4,H \ M,89,90,72,85,40,75,"176cm | 5'9""",861,451
Xabi Alonso,89,"CDM,CM",Icon,81.5K,3,4,H \ H,72,77,87,79,84,82,"183cm | 6'0""",43,481
Neymar Jr,89,"LW,LM",Normal,41K,5,5,H \ M,87,83,85,93,37,61,"175cm | 5'9""",3726,446
Heung Min Son,89,"LW,LM",Normal,40.75K,4,5,H \ M,88,89,82,86,42,69,"183cm | 6'0""",1893,456
Sadio Mané,89,"LM,CF,LW",Normal,40K,4,4,H \ M,90,83,80,88,44,77,"174cm | 5'9""",1389,462
Joshua Kimmich,89,"CDM,RB",Normal,40K,3,4,H \ M,68,72,87,84,83,79,"177cm | 5'10""",317,473
Casemiro,89,CDM,Normal,40K,2,3,M \ H,63,73,75,72,87,90,"185cm | 6'1""",723,460
Alisson,89,GK,Normal,40.5K,1,3,M \ M,86,85,85,89,54,90,"191cm | 6'3""",672,489
Harry Kane,89,"ST,CF",Normal,40K,3,5,H \ H,68,91,83,82,47,82,"188cm | 6'2""",567,453
Ederson,89,GK,Normal,40K,1,3,M \ M,87,82,93,88,64,88,"188cm | 6'2""",496,502
N'Golo Kanté,89,"CDM,CM",Normal,40.5K,2,3,M \ H,72,66,74,81,87,82,"168cm | 5'6""",1787,462
Jan Oblak,89,GK,Normal,40.75K,1,3,M \ M,86,90,78,89,49,87,"188cm | 6'2""",167,479
Morientes,89,"ST,CF",Hero,40.25K,4,4,H \ M,84,90,77,83,45,86,"186cm | 6'1""",1224,465
Abedi Pelé,89,"CAM,LM,CF",Hero,99K,4,4,M \ M,91,83,87,91,48,66,"174cm | 5'9""",1279,466
David Ginola,89,"LM,CAM,ST,LW",Hero,1.1M,5,5,H \ M,90,88,87,91,55,84,"186cm | 6'1""",3200,495
Iker Casillas,89,GK,Icon,135K,1,3,M \ M,90,88,84,88,58,91,"185cm | 6'1""",-59,499
Jürgen Kohler,89,CB,Hero,44.5K,2,3,M \ H,71,51,63,62,91,90,"186cm | 6'1""",331,428
Rudi Völler,89,"ST,CF",Hero,62K,3,4,H \ M,89,90,76,86,47,85,"180cm | 5'11""",1823,473
Jean-Pierre Papin,89,"ST,CF",Hero,41K,3,4,H \ M,83,93,73,83,44,76,"176cm | 5'9""",908,452
Lucimar da Silva Ferreira,89,CB,Hero,470K,3,3,M \ H,82,72,74,77,91,89,"188cm | 6'2""",2093,485
Marquinhos,89,CB,IF,220K,3,3,M \ H,80,57,76,76,90,82,"183cm | 6'0""",496,461
Luka Modric,89,CM,IF,72K,4,4,M \ M,75,78,90,89,73,67,"172cm | 5'8""",1185,472
Antonio Rüdiger,89,CB,OTW,369K,2,3,H \ H,84,55,75,71,88,87,"190cm | 6'3""",969,460
Matthijs de Ligt,89,CB,OTW,220K,2,3,M \ H,81,64,67,75,89,91,"189cm | 6'2""",941,467
Erling Haaland,89,"ST,CF",IF,229K,3,3,H \ M,90,92,67,82,50,88,"195cm | 6'5""",1518,469
Phil Foden,89,"LW,LM,CAM,CF",Champions League,72K,4,3,H \ H,86,83,86,92,61,65,"171cm | 5'7""",1777,473
Gianluigi Donnarumma,89,GK,IF,155K,1,3,M \ M,91,84,81,90,54,86,"196cm | 6'5""",1056,486
João Cancelo,89,"LB,RB,LWB",IF,112K,4,4,H \ M,86,75,86,86,82,75,"182cm | 6'0""",2007,490
Gerard Piqué,89,CB,Rulebreakers,184K,2,3,H \ M,83,58,77,74,88,87,"194cm | 6'4""",1030,467
Toni Kroos,89,CM,IF,72K,3,5,M \ M,55,82,91,82,72,70,"183cm | 6'0""",590,452
Sergio Ramos,89,CB,Rulebreakers,244K,3,3,H \ M,80,65,76,74,89,84,"184cm | 6'0""",1593,468
Thiago,89,CM,Rulebreakers,149K,5,3,M \ M,85,84,89,87,75,73,"174cm | 5'9""",1680,493
Steven Berghuis,89,"CAM,RW",World Cup PTG,66.1K,4,3,H \ M,88,88,89,89,47,79,"182cm | 6'0""",1130,480
Jack Grealish,89,"LW,LM,CAM",World Cup PTG,48.75K,4,3,H \ M,87,84,89,92,49,76,"180cm | 5'11""",1213,477
Antoine Griezmann,89,"ST,CF,RW",World Cup PTG,519K,5,5,M \ M,87,89,89,92,60,85,"176cm | 5'9""",2288,502
Kingsley Coman,89,"LM,LW",World Cup Star SBC,30.75K,5,3,M \ M,94,82,82,89,34,70,"179cm | 5'10""",394,451
Fabinho,89,"CDM,CB",World Cup Star SBC,11.15K,3,2,M \ H,78,75,84,85,88,86,"188cm | 6'2""",629,496
Joshua Kimmich,89,"CDM,RB",World Cup Player,0,3,4,H \ M,68,72,87,84,83,79,"177cm | 5'10""",13,473
Alisson,89,GK,World Cup Player,0,1,3,M \ M,86,85,85,89,54,90,"191cm | 6'3""",17,489
Heung Min Son,89,"LW,LM",World Cup Player,0,4,5,H \ M,88,89,82,86,42,69,"183cm | 6'0""",43,456
Ederson,89,GK,World Cup Player,0,1,3,M \ M,87,82,93,88,64,88,"188cm | 6'2""",6,502
Neymar Jr,89,"LW,LM",World Cup Player,0,5,5,H \ M,87,83,85,93,37,61,"175cm | 5'9""",150,446
Casemiro,89,CDM,World Cup Player,0,2,3,M \ H,63,73,75,72,87,90,"185cm | 6'1""",11,460
Harry Kane,89,"ST,CF",World Cup Player,0,3,5,H \ H,68,91,83,82,47,82,"188cm | 6'2""",9,453
Sadio Mané,89,"LM,CF,LW",World Cup Player,0,4,4,H \ M,90,83,80,88,44,77,"174cm | 5'9""",34,462
Palhinha,89,"CDM,CM",World Cup PTG SBC,140.8K,3,4,M \ H,75,76,80,81,90,95,"190cm | 6'3""",-1135,497
Sergej Milinkovic-Savic,89,CM,World Cup PTG,67K,4,5,H \ M,75,84,85,85,82,90,"191cm | 6'3""",669,501
Leon Goretzka,89,"CM,CDM",World Cup PTG,499K,3,4,H \ M,80,84,84,85,84,88,"189cm | 6'2""",576,505
Bruno Guimarães,89,"CM,CDM",World Cup PTG,145K,3,3,H \ H,82,80,87,89,86,87,"182cm | 6'0""",2946,511
Kyle Walker,89,"RB,RWB",World Cup PTG,780K,3,2,H \ H,95,67,83,84,85,86,"183cm | 6'0""",723,500
Cristian Romero,89,CB,World Cup PTG,203K,5,5,M \ H,81,52,65,75,91,88,"185cm | 6'1""",1047,452
Luis Suárez,89,"ST,CF",Road to World Cup,53.5K,3,4,H \ M,85,91,83,89,50,88,"182cm | 6'0""",597,486
Emmanuel Petit,89,"CDM,LB,CM",World Cup ICON,339K,3,3,H \ H,81,78,82,77,86,89,"185cm | 6'1""",841,493
Hernán Crespo,89,"ST,CF",World Cup ICON,68.5K,4,5,M \ L,87,89,71,88,39,71,"184cm | 6'0""",806,445
Marco Asensio,89,"ST,CF,RW",World Cup Stories,120K,4,4,H \ M,91,86,84,89,49,70,"182cm | 6'0""",799,469
Aymeric Laporte,89,CB,World Cup Stories,260K,2,3,M \ M,82,53,75,72,90,87,"191cm | 6'3""",928,459
Lautaro Martínez,89,"ST,CF",World Cup Phenoms,47.25K,4,4,H \ M,86,89,78,88,50,88,"174cm | 5'9""",722,479
Pedri,89,CM,World Cup Phenoms,77.5K,5,4,H \ H,83,76,85,90,75,80,"174cm | 5'9""",1142,489
Ángel Correa,89,"ST,RM,CF",World Cup Showdown S,215.95K,4,4,H \ M,90,89,85,92,57,82,"171cm | 5'7""",3440,495
Theo Hernández,89,"LB,LWB",World Cup TOTT,563K,3,3,H \ H,96,75,81,85,82,87,"184cm | 6'0""",1298,506
Jack Butland,89,GK,Winter Wildcards,52K,5,5,M \ M,87,88,80,88,80,90,"196cm | 6'5""",1817,513
João Félix,89,"RW,RM,CF,ST",Winter Wildcards,399K,5,4,M \ M,90,85,86,92,45,74,"181cm | 5'11""",974,472
Alexandre Lacazette,89,"ST,CF",Winter Wildcards,125K,5,4,H \ H,91,86,86,88,50,86,"175cm | 5'9""",2832,487
Dimitri Payet,89,"CAM,ST,LW",Winter Wildcards SBC,83.15K,4,4,H \ M,89,88,86,90,47,81,"175cm | 5'9""",9755,481
Andrew Robertson,89,"LB,LWB",Winter Wildcards,370K,5,2,H \ H,90,64,85,84,86,83,"178cm | 5'10""",914,492
